qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	Protein Name	Genomic position	Organism	Entry Name	Gene Name	Keywords	Comments	ID
FGENESH_gene3	tr|A0A3B6SKV4|A0A3B6SKV4_WHEAT	50.000	26	13	0	14	39	130	155	0.22	35.4	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Chromosome 7BChromosome 7B	Triticum aestivum (Wheat).	A0A3B6SKV4_WHEAT	[{'ORFNames': ['CFC21_102914 {ECO:0000313|EMBL:KAF7101649.1}']}]	['Metal-binding', 'Reference proteome', 'Signal', 'Ubl conjugation pathway', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}']	['PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906}.']	A0A3B6SKV4
FGENESH_gene3	tr|A0A3B6RGM6|A0A3B6RGM6_WHEAT	50.000	26	13	0	14	39	130	155	0.22	35.4	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Chromosome 7AChromosome 7A	Triticum aestivum (Wheat).	A0A3B6RGM6_WHEAT	[{'ORFNames': ['CFC21_098046 {ECO:0000313|EMBL:KAF7096034.1}']}]	['Metal-binding', 'Reference proteome', 'Signal', 'Ubl conjugation pathway', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}']	['PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906}.']	A0A3B6RGM6
FGENESH_gene3	tr|A0A3B6TBI0|A0A3B6TBI0_WHEAT	50.000	26	13	0	14	39	250	275	0.23	36.2	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Chromosome 7DChromosome 7D	Triticum aestivum (Wheat).	A0A3B6TBI0_WHEAT	[{'ORFNames': ['CFC21_106561 {ECO:0000313|EMBL:KAF7105786.1}']}]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}']	[]	A0A3B6TBI0
FGENESH_gene3	tr|A0A3B6GVP1|A0A3B6GVP1_WHEAT	50.000	26	13	0	13	38	125	150	0.23	36.6	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Chromosome 3DChromosome 3D	Triticum aestivum (Wheat).	A0A3B6GVP1_WHEAT	[{'ORFNames': ['CFC21_048389 {ECO:0000313|EMBL:KAF7038183.1}']}]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}']	[]	A0A3B6GVP1
FGENESH_gene3	tr|A0A3B6RLL8|A0A3B6RLL8_WHEAT	46.154	26	14	0	14	39	194	219	0.23	35.8	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Chromosome 7AChromosome 7A	Triticum aestivum (Wheat).	A0A3B6RLL8_WHEAT	[{'ORFNames': ['CFC21_098548 {ECO:0000313|EMBL:KAF7096640.1}']}]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}']	[]	A0A3B6RLL8
FGENESH_gene3	tr|A0A3B6PFS2|A0A3B6PFS2_WHEAT	30.667	75	44	1	147	213	442	516	0.24	36.6	RecName: Full=VWFA domain-containing protein {ECO:0008006|Google:ProtNLM};	Chromosome 6BChromosome 6B	Triticum aestivum (Wheat).	A0A3B6PFS2_WHEAT	[{'ORFNames': ['CFC21_085705 {ECO:0000313|EMBL:KAF7081799.1}']}]	['Reference proteome']	[]	A0A3B6PFS2
FGENESH_gene3	tr|A0A3B6PFS2|A0A3B6PFS2_WHEAT	19.758	248	139	7	136	355	1	216	1.1	34.3	RecName: Full=VWFA domain-containing protein {ECO:0008006|Google:ProtNLM};	Chromosome 6BChromosome 6B	Triticum aestivum (Wheat).	A0A3B6PFS2_WHEAT	[{'ORFNames': ['CFC21_085705 {ECO:0000313|EMBL:KAF7081799.1}']}]	['Reference proteome']	[]	A0A3B6PFS2
FGENESH_gene3	tr|A0A3B6EJR8|A0A3B6EJR8_WHEAT	50.000	26	13	0	13	38	164	189	0.24	36.6	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Chromosome 3AChromosome 3A	Triticum aestivum (Wheat).	A0A3B6EJR8_WHEAT	[{'ORFNames': ['CFC21_036567 {ECO:0000313|EMBL:KAF7024189.1}']}]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}']	[]	A0A3B6EJR8
FGENESH_gene3	tr|A0A3B6EKZ1|A0A3B6EKZ1_WHEAT	50.000	26	13	0	13	38	125	150	0.25	36.2	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Chromosome 3AChromosome 3A	Triticum aestivum (Wheat).	A0A3B6EKZ1_WHEAT	[{'ORFNames': ['CFC21_036567 {ECO:0000313|EMBL:KAF7024188.1}']}]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}']	[]	A0A3B6EKZ1
FGENESH_gene3	tr|A0A3B6ESU3|A0A3B6ESU3_WHEAT	32.727	55	36	1	1	55	189	242	0.26	35.8	RecName: Full=RING-type E3 ubiquitin transferase {ECO:0000256|ARBA:ARBA00012483}; EC=2.3.2.27 {ECO:0000256|ARBA:ARBA00012483};	Chromosome 3A	Triticum aestivum (Wheat).	A0A3B6ESU3_WHEAT	[]	['Metal-binding', 'Reference proteome', 'Transferase', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}']	['CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine +   [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-   cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.;   EC=2.3.2.27; Evidence={ECO:0000256|ARBA:ARBA00000900};']	A0A3B6ESU3
FGENESH_gene3	tr|A0A3B6SKB2|A0A3B6SKB2_WHEAT	24.434	221	127	9	155	358	525	722	0.26	36.6	RecName: Full=Protein kinase domain-containing protein {ECO:0000259|PROSITE:PS50011};	Chromosome 7BChromosome 7B	Triticum aestivum (Wheat).	A0A3B6SKB2_WHEAT	[{'ORFNames': ['CFC21_105489 {ECO:0000313|EMBL:KAF7104599.1}']}]	['ATP-binding {ECO:0000256|ARBA:ARBA00022840, ECO:0000256|PROSITE-', 'ProRule:PRU10141}', 'Kinase', 'Nucleotide-binding {ECO:0000256|ARBA:ARBA00022741, ECO:0000256|PROSITE-', 'ProRule:PRU10141}', 'Reference proteome', 'Transferase']	[]	A0A3B6SKB2
FGENESH_gene3	tr|A0A3B6SMR1|A0A3B6SMR1_WHEAT	46.154	26	14	0	14	39	198	223	0.28	35.4	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Chromosome 7BChromosome 7B	Triticum aestivum (Wheat).	A0A3B6SMR1_WHEAT	[{'ORFNames': ['CFC21_103480 {ECO:0000313|EMBL:KAF7102322.1}']}]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}']	[]	A0A3B6SMR1
FGENESH_gene3	tr|A0A3B6LGB7|A0A3B6LGB7_WHEAT	45.455	33	17	1	6	38	106	137	0.29	34.7	RecName: Full=RING-type E3 ubiquitin transferase {ECO:0000256|ARBA:ARBA00012483}; EC=2.3.2.27 {ECO:0000256|ARBA:ARBA00012483};	Chromosome 5BChromosome 5B	Triticum aestivum (Wheat).	A0A3B6LGB7_WHEAT	[{'ORFNames': ['CFC21_069968 {ECO:0000313|EMBL:KAF7063450.1}']}]	['Metal-binding', 'Reference proteome', 'Transferase', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}']	['CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine +   [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-   cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.;   EC=2.3.2.27; Evidence={ECO:0000256|ARBA:ARBA00000900};']	A0A3B6LGB7
FGENESH_gene3	tr|A0A3B6I4K0|A0A3B6I4K0_WHEAT	46.154	26	14	0	14	39	123	148	0.34	34.7	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Chromosome 4AChromosome 4A	Triticum aestivum (Wheat).	A0A3B6I4K0_WHEAT	[{'ORFNames': ['CFC21_055501 {ECO:0000313|EMBL:KAF7046475.1}']}]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}']	[]	A0A3B6I4K0
FGENESH_gene3	tr|A0A3B6RAP8|A0A3B6RAP8_WHEAT	46.154	26	14	0	14	39	124	149	0.44	34.3	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Chromosome 7AChromosome 7A	Triticum aestivum (Wheat).	A0A3B6RAP8_WHEAT	[{'ORFNames': ['CFC21_095194 {ECO:0000313|EMBL:KAF7092737.1}']}]	['Metal-binding', 'Reference proteome', 'Signal', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}']	[]	A0A3B6RAP8
FGENESH_gene3	tr|A0A3B6RGY1|A0A3B6RGY1_WHEAT	50.000	26	12	1	14	39	307	331	0.45	35.4	RecName: Full=RING-type E3 ubiquitin transferase {ECO:0000256|ARBA:ARBA00012483}; EC=2.3.2.27 {ECO:0000256|ARBA:ARBA00012483};	Chromosome 7AChromosome 7A	Triticum aestivum (Wheat).	A0A3B6RGY1_WHEAT	[{'ORFNames': ['CFC21_097229 {ECO:0000313|EMBL:KAF7094966.1}', 'CFC21_097231 {ECO:0000313|EMBL:KAF7094968.1}']}]	['Endoplasmic reticulum', 'Membrane', 'Metal-binding', 'Reference proteome', 'Transferase', 'Transmembrane', 'Transmembrane helix', 'Ubl conjugation pathway', 'Zinc', 'Zinc-finger']	['CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine +   [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-   cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.;   EC=2.3.2.27; Evidence={ECO:0000256|ARBA:ARBA00000900};', 'PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906}.', 'SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004477}.', 'SIMILARITY: Belongs to the HRD1 family. {ECO:0000256|ARBA:ARBA00010089}.']	A0A3B6RGY1
FGENESH_gene3	tr|A0A3B6TGJ5|A0A3B6TGJ5_WHEAT	46.154	26	14	0	14	39	198	223	0.46	35.0	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Chromosome 7DChromosome 7D	Triticum aestivum (Wheat).	A0A3B6TGJ5_WHEAT	[{'ORFNames': ['CFC21_109773 {ECO:0000313|EMBL:KAF7109529.1}']}]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}']	[]	A0A3B6TGJ5
FGENESH_gene3	tr|A0A3B6SIG6|A0A3B6SIG6_WHEAT	35.185	54	31	2	6	59	217	266	0.46	35.0	RecName: Full=RING-type E3 ubiquitin transferase {ECO:0000256|ARBA:ARBA00012483}; EC=2.3.2.27 {ECO:0000256|ARBA:ARBA00012483};	Chromosome 7BChromosome 7B	Triticum aestivum (Wheat).	A0A3B6SIG6_WHEAT	[{'ORFNames': ['CFC21_102463 {ECO:0000313|EMBL:KAF7101066.1}']}]	['Metal-binding', 'Reference proteome', 'Transferase', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}']	['CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine +   [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-   cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.;   EC=2.3.2.27; Evidence={ECO:0000256|ARBA:ARBA00000900};']	A0A3B6SIG6
FGENESH_gene3	tr|A0A3B6THK9|A0A3B6THK9_WHEAT	50.000	26	12	1	14	39	307	331	0.47	35.4	RecName: Full=RING-type E3 ubiquitin transferase {ECO:0000256|ARBA:ARBA00012483}; EC=2.3.2.27 {ECO:0000256|ARBA:ARBA00012483};	Chromosome 7DChromosome 7D	Triticum aestivum (Wheat).	A0A3B6THK9_WHEAT	[{'ORFNames': ['CFC21_108634 {ECO:0000313|EMBL:KAF7108099.1}']}]	['Endoplasmic reticulum', 'Membrane', 'Metal-binding', 'Reference proteome', 'Transferase', 'Transmembrane', 'Transmembrane helix', 'Ubl conjugation pathway', 'Zinc', 'Zinc-finger']	['CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine +   [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-   cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.;   EC=2.3.2.27; Evidence={ECO:0000256|ARBA:ARBA00000900};', 'PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906}.', 'SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004477}.', 'SIMILARITY: Belongs to the HRD1 family. {ECO:0000256|ARBA:ARBA00010089}.']	A0A3B6THK9
FGENESH_gene3	tr|A0A3B6EPB3|A0A3B6EPB3_WHEAT	42.424	33	18	1	6	38	93	124	0.47	34.3	RecName: Full=RING-type E3 ubiquitin transferase {ECO:0000256|ARBA:ARBA00012483}; EC=2.3.2.27 {ECO:0000256|ARBA:ARBA00012483};	Chromosome 3A	Triticum aestivum (Wheat).	A0A3B6EPB3_WHEAT	[]	['Metal-binding', 'Reference proteome', 'Transferase', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}']	['CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine +   [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-   cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.;   EC=2.3.2.27; Evidence={ECO:0000256|ARBA:ARBA00000900};']	A0A3B6EPB3
FGENESH_gene3	tr|A0A3B6SGY8|A0A3B6SGY8_WHEAT	50.000	26	12	1	14	39	307	331	0.49	35.4	RecName: Full=RING-type E3 ubiquitin transferase {ECO:0000256|ARBA:ARBA00012483}; EC=2.3.2.27 {ECO:0000256|ARBA:ARBA00012483};	Chromosome 7BChromosome 7B	Triticum aestivum (Wheat).	A0A3B6SGY8_WHEAT	[{'ORFNames': ['CFC21_102271 {ECO:0000313|EMBL:KAF7100812.1}']}]	['Endoplasmic reticulum', 'Membrane', 'Metal-binding', 'Reference proteome', 'Transferase', 'Transmembrane', 'Transmembrane helix', 'Ubl conjugation pathway', 'Zinc', 'Zinc-finger']	['CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine +   [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-   cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.;   EC=2.3.2.27; Evidence={ECO:0000256|ARBA:ARBA00000900};', 'PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906}.', 'SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004477}.', 'SIMILARITY: Belongs to the HRD1 family. {ECO:0000256|ARBA:ARBA00010089}.']	A0A3B6SGY8
FGENESH_gene3	tr|A0A3B6GQR8|A0A3B6GQR8_WHEAT	42.424	33	17	2	13	45	132	162	0.52	34.7	RecName: Full=RING-type E3 ubiquitin transferase {ECO:0000256|ARBA:ARBA00012483}; EC=2.3.2.27 {ECO:0000256|ARBA:ARBA00012483};	Chromosome 3DChromosome 3D	Triticum aestivum (Wheat).	A0A3B6GQR8_WHEAT	[{'ORFNames': ['CFC21_046596 {ECO:0000313|EMBL:KAF7035802.1}']}]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Ubl conjugation pathway', 'Zinc', 'Zinc-finger']	['CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine +   [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-   cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.;   EC=2.3.2.27; Evidence={ECO:0000256|ARBA:ARBA00000900};', 'PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906}.', 'SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single- pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.']	A0A3B6GQR8
FGENESH_gene3	tr|A0A3B6B401|A0A3B6B401_WHEAT	44.000	50	22	3	14	62	131	175	0.53	34.3	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Chromosome 2AChromosome 2A	Triticum aestivum (Wheat).	A0A3B6B401_WHEAT	[{'ORFNames': ['CFC21_018299 {ECO:0000313|EMBL:KAF7002887.1}']}]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}']	[]	A0A3B6B401
FGENESH_gene3	tr|A0A3B6FW30|A0A3B6FW30_WHEAT	35.294	51	25	2	6	56	91	133	0.53	34.3	RecName: Full=RING-type E3 ubiquitin transferase {ECO:0000256|ARBA:ARBA00012483}; EC=2.3.2.27 {ECO:0000256|ARBA:ARBA00012483};	Chromosome 3BChromosome 3B	Triticum aestivum (Wheat).	A0A3B6FW30_WHEAT	[{'ORFNames': ['CFC21_044008 {ECO:0000313|EMBL:KAF7032875.1}']}]	['Metal-binding', 'Reference proteome', 'Transferase', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}']	['CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine +   [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-   cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.;   EC=2.3.2.27; Evidence={ECO:0000256|ARBA:ARBA00000900};']	A0A3B6FW30
FGENESH_gene3	tr|A0A3B6IW45|A0A3B6IW45_WHEAT	33.333	66	39	3	14	76	127	190	0.56	34.7	RecName: Full=RING-type E3 ubiquitin transferase {ECO:0000256|ARBA:ARBA00012483}; EC=2.3.2.27 {ECO:0000256|ARBA:ARBA00012483};	Chromosome 4BChromosome 4B	Triticum aestivum (Wheat).	A0A3B6IW45_WHEAT	[{'ORFNames': ['CFC21_059122 {ECO:0000313|EMBL:KAF7050808.1}']}]	['Membrane', 'Metal-binding {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Ubl conjugation pathway', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}']	['CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine +   [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-   cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.;   EC=2.3.2.27; Evidence={ECO:0000256|ARBA:ARBA00000900};', 'PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906}.', 'SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single- pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.']	A0A3B6IW45
FGENESH_gene3	tr|A0A3B6GPX9|A0A3B6GPX9_WHEAT	50.000	26	12	1	14	39	307	331	0.57	35.0	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Chromosome 3DChromosome 3D	Triticum aestivum (Wheat).	A0A3B6GPX9_WHEAT	[{'ORFNames': ['CFC21_046955 {ECO:0000313|EMBL:KAF7036228.1}']}]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Zinc', 'Zinc-finger']	[]	A0A3B6GPX9
FGENESH_gene3	tr|A0A3B6GRZ4|A0A3B6GRZ4_WHEAT	50.000	26	12	1	14	39	307	331	0.59	35.0	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Chromosome 3DChromosome 3D	Triticum aestivum (Wheat).	A0A3B6GRZ4_WHEAT	[{'ORFNames': ['CFC21_046955 {ECO:0000313|EMBL:KAF7036227.1}']}]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Zinc', 'Zinc-finger']	[]	A0A3B6GRZ4
FGENESH_gene3	tr|A0A3B6MKV4|A0A3B6MKV4_WHEAT	45.455	33	17	1	6	38	107	138	0.59	33.9	RecName: Full=RING-type E3 ubiquitin transferase {ECO:0000256|ARBA:ARBA00012483}; EC=2.3.2.27 {ECO:0000256|ARBA:ARBA00012483};	Chromosome 5DChromosome 5D	Triticum aestivum (Wheat).	A0A3B6MKV4_WHEAT	[{'ORFNames': ['CFC21_075954 {ECO:0000313|EMBL:KAF7070430.1}']}]	['Metal-binding', 'Reference proteome', 'Transferase', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}']	['CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine +   [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-   cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.;   EC=2.3.2.27; Evidence={ECO:0000256|ARBA:ARBA00000900};']	A0A3B6MKV4
FGENESH_gene3	tr|A0A3B6SSM3|A0A3B6SSM3_WHEAT	23.267	202	93	8	155	331	1095	1259	0.61	35.4	RecName: Full=Protein kinase domain-containing protein {ECO:0000259|PROSITE:PS50011};	Chromosome 7BChromosome 7B	Triticum aestivum (Wheat).	A0A3B6SSM3_WHEAT	[{'ORFNames': ['CFC21_105486 {ECO:0000313|EMBL:KAF7104597.1}']}]	['ATP-binding {ECO:0000256|ARBA:ARBA00022840, ECO:0000256|PROSITE-', 'ProRule:PRU10141}', 'Kinase', 'Nucleotide-binding {ECO:0000256|ARBA:ARBA00022741, ECO:0000256|PROSITE-', 'ProRule:PRU10141}', 'Reference proteome', 'Transferase']	[]	A0A3B6SSM3
FGENESH_gene3	tr|A0A3B6SSM3|A0A3B6SSM3_WHEAT	22.222	234	117	9	155	360	697	893	1.0	34.7	RecName: Full=Protein kinase domain-containing protein {ECO:0000259|PROSITE:PS50011};	Chromosome 7BChromosome 7B	Triticum aestivum (Wheat).	A0A3B6SSM3_WHEAT	[{'ORFNames': ['CFC21_105486 {ECO:0000313|EMBL:KAF7104597.1}']}]	['ATP-binding {ECO:0000256|ARBA:ARBA00022840, ECO:0000256|PROSITE-', 'ProRule:PRU10141}', 'Kinase', 'Nucleotide-binding {ECO:0000256|ARBA:ARBA00022741, ECO:0000256|PROSITE-', 'ProRule:PRU10141}', 'Reference proteome', 'Transferase']	[]	A0A3B6SSM3
FGENESH_gene3	tr|A0A3B6SSM3|A0A3B6SSM3_WHEAT	23.711	194	98	8	157	331	500	662	1.4	34.3	RecName: Full=Protein kinase domain-containing protein {ECO:0000259|PROSITE:PS50011};	Chromosome 7BChromosome 7B	Triticum aestivum (Wheat).	A0A3B6SSM3_WHEAT	[{'ORFNames': ['CFC21_105486 {ECO:0000313|EMBL:KAF7104597.1}']}]	['ATP-binding {ECO:0000256|ARBA:ARBA00022840, ECO:0000256|PROSITE-', 'ProRule:PRU10141}', 'Kinase', 'Nucleotide-binding {ECO:0000256|ARBA:ARBA00022741, ECO:0000256|PROSITE-', 'ProRule:PRU10141}', 'Reference proteome', 'Transferase']	[]	A0A3B6SSM3
FGENESH_gene3	tr|A0A3B6SSM3|A0A3B6SSM3_WHEAT	24.390	123	67	4	243	359	392	494	2.5	33.5	RecName: Full=Protein kinase domain-containing protein {ECO:0000259|PROSITE:PS50011};	Chromosome 7BChromosome 7B	Triticum aestivum (Wheat).	A0A3B6SSM3_WHEAT	[{'ORFNames': ['CFC21_105486 {ECO:0000313|EMBL:KAF7104597.1}']}]	['ATP-binding {ECO:0000256|ARBA:ARBA00022840, ECO:0000256|PROSITE-', 'ProRule:PRU10141}', 'Kinase', 'Nucleotide-binding {ECO:0000256|ARBA:ARBA00022741, ECO:0000256|PROSITE-', 'ProRule:PRU10141}', 'Reference proteome', 'Transferase']	[]	A0A3B6SSM3
FGENESH_gene3	tr|A0A3B6SSM3|A0A3B6SSM3_WHEAT	23.810	189	100	7	159	331	900	1060	2.8	33.1	RecName: Full=Protein kinase domain-containing protein {ECO:0000259|PROSITE:PS50011};	Chromosome 7BChromosome 7B	Triticum aestivum (Wheat).	A0A3B6SSM3_WHEAT	[{'ORFNames': ['CFC21_105486 {ECO:0000313|EMBL:KAF7104597.1}']}]	['ATP-binding {ECO:0000256|ARBA:ARBA00022840, ECO:0000256|PROSITE-', 'ProRule:PRU10141}', 'Kinase', 'Nucleotide-binding {ECO:0000256|ARBA:ARBA00022741, ECO:0000256|PROSITE-', 'ProRule:PRU10141}', 'Reference proteome', 'Transferase']	[]	A0A3B6SSM3
